predicted, data, actual
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(1, 0, 0, 1, 1),negative
negative,(0, 1, 1, 1, 0),negative
negative,(0, 1, 1, 1, 0),negative
